Authors,Title,Year,Source title,Cited by,DOI,Document Type,Open Access,EID,matched_queries
Taşkın E.; Doğru İ.A.,From Hand-Crafted Features to Large Language Models: A Comparative Evaluation of Android Malware Detection Paradigms,2026,Applied Sciences (Switzerland),1,10.3390/app16115600,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105041558436,Q1
Hu P.; Lu W.; Wang J.,From IDs to Semantics: A Generative Framework for Cross-Domain Recommendation with Adaptive Semantic Tokenization,2026,Proceedings of the AAAI Conference on Artificial Intelligence,2,10.1609/aaai.v40i17.38508,Conference paper,All Open Access; Gold Open Access,2-s2.0-105034606234,Q4
Tsitiridis A.; Perakis K.; Antoniades A.; Manias G.,From Integrated Care to Learning Systems,2026,Healthcare (Switzerland),0,10.3390/healthcare14121612,Review,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105043159156,Q3
Yao J.; Zhang T.,From Learning Partner to Collaboration: An Analysis of the Chain Drive Path of Learning Effectiveness by AI Agent Role Characteristics,2026,"2026 8th International Conference on Computer Science and Technologies in Education, CSTE 2026",0,10.1109/CSTE69562.2026.11649753,Conference paper,,2-s2.0-105048913546,Q7
De S.; Gosai A.; Thankachan K.; ZeinEldin R.A.; Almaktoom A.T.; Bayram M.; Mohamed A.W.,"From Lexicons to Large Language Models: A Comprehensive Survey of Sentiment Analysis Methods, Benchmarks, and Emerging Frontiers",2026,CMES - Computer Modeling in Engineering and Sciences,0,10.32604/cmes.2026.080601,Review,All Open Access; Gold Open Access,2-s2.0-105040782837,Q3
Arcifa R.; Ye Y.; Qiao Y.; Lee B.,From MDP to POMDP for Concentrated Liquidity Management: A Synthetic-to-Historical Deep Reinforcement Learning Strategy,2026,Digest of Technical Papers - IEEE International Conference on Consumer Electronics,1,10.1109/ICCE67443.2026.11449714,Conference paper,,2-s2.0-105037413773,Q3
Xiao Y.; Sun Y.; Sun T.; Huang G.; Zhao Z.; Liu X.,From Materials Design to Device Assembly: Advanced Biosensors for Smart Healthcare,2026,Advanced Functional Materials,0,10.1002/adfm.75931,Review,All Open Access; Hybrid Gold Open Access,2-s2.0-105039571398,Q3
Lu M.; Wu M.; Xu J.; Li W.; Liu F.; Ding Y.; Sun Y.; Lu J.; Zhang Y.,From Newborn to Impact: Bias-Aware Citation Prediction,2026,WWW 2026 - Proceedings of the ACM Web Conference 2026,0,10.1145/3774904.3792702,Conference paper,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105038564659,Q7
Hazarika A.V.; Mohanty J.,From PBFT to Blockchain: A Comprehensive Survey of Byzantine Fault-Tolerant Consensus,2026,"Proceedings of 8th International Conference on Intelligent Sustainable Systems, ICISS 2026",0,10.1109/ICISS67859.2026.11453852,Conference paper,,2-s2.0-105036970668,Q3
Lopez-Pernas S.; Santamaria-Urbieta A.; Gordillo A.; Barra E.; Lopez-Fernandez D.; Saqr M.,From Play to Pedagogy: A Structured Topic Modeling Analysis of Escape Rooms Research,2026,IEEE Transactions on Games,2,10.1109/TG.2026.3654896,Article,All Open Access; Green Open Access; Hybrid Gold Open Access,2-s2.0-105028008607,Q3
Cravero A.; Sepúlveda S.; Gutiérrez F.; Muñoz L.,From Precision Agriculture to Intelligent Agricultural Ecosystems: A Systematic Review of Machine Learning and Big Data Applications,2026,Agronomy,12,10.3390/agronomy16050516,Review,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105032681254,Q3
Biancardi M.; Catalano P.,From Price Shocks to Stability: The Role of Energy Communities in Electricity Market Volatility and Uncertainty,2026,Sustainability (Switzerland),0,10.3390/su18147134,Article,All Open Access; Gold Open Access,2-s2.0-105045957641,Q3
Zhao Y.; Wang Y.,From Retrieval to Comprehension (R2C): A Collaborative Architecture for Campus Policy QA,2026,"Proceedings of 2025 4th International Conference on Artificial Intelligence and Education, ICAIE 2025",0,10.1145/3797552.3797675,Conference paper,All Open Access; Gold Open Access,2-s2.0-105038326490,Q8
Tukeyev U.; Ocheretin M.,From Speech to Summary in Turkmen: A Parameter-Efficient Neural Pipeline,2026,Applied Sciences (Switzerland),0,10.3390/app16125734,Article,All Open Access; Gold Open Access,2-s2.0-105043129896,Q1
Zhou Y.; Cheng G.; Du K.; Chen Z.; Qin T.; Zhao Y.,From Static to Adaptive Defense: Federated Multi-Agent Deep Reinforcement Learning-Driven Moving Target Defense Against DoS Attacks in UAV Swarm Networks,2026,IEEE Transactions on Cognitive Communications and Networking,7,10.1109/TCCN.2025.3630007,Article,,2-s2.0-105021248538,Q3
Yang Z.,"From Stochastic Conjugate Gradient to Stochastic Second-Order Optimization, Driven by Conjugate Coefficient With Second-Order Information",2026,IEEE Transactions on Neural Networks and Learning Systems,0,10.1109/TNNLS.2026.3694463,Article,,2-s2.0-105042116204,Q3
He J.; Wang C.; Pan W.; Xu X.,From Task-Specific Models to General-Purpose Model-Driven Paradigm Shift：A Review and Future Directions of GeoAI Research; [从专用模型到通用模型驱动的范式升级 ： GeoAI 研究综述与展望],2026,Wuhan Daxue Xuebao (Xinxi Kexue Ban)/Geomatics and Information Science of Wuhan University,0,10.13203/j.whugis20260025,Article,,2-s2.0-105046719334,Q7
Somvanshi S.; Islam Md.M.; Chhetri G.; Chakraborty R.; Mimi M.S.; Shuvo S.A.; Islam K.S.; Javed S.; Rafat S.A.; Dutta A.; Das S.,From Tiny Machine Learning to Tiny Deep Learning: A Survey,2026,ACM Computing Surveys,27,10.1145/3776588,Article,All Open Access; Bronze Open Access; Green Open Access,2-s2.0-105031741951,Q3
Saha G.; Imran M.T.; Shams S.M.; Khan M.F.A.; Azad A.K.M.A.M.; Imteaz M.A.,"From air to water: science, technology, and future of atmospheric water harvesting (AWH)",2026,Applied Thermal Engineering,0,10.1016/j.applthermaleng.2026.132073,Review,All Open Access; Hybrid Gold Open Access,2-s2.0-105049178537,Q3
Vijayasarathy S.,From algorithmic innovation to clinical deployment: A systematic review of methodological gaps limiting federated learning in healthcare,2026,International Journal of Medical Informatics,0,10.1016/j.ijmedinf.2026.106365,Review,,2-s2.0-105031686560,Q3
Andrew J.J.; Potier J.; Garcelon N.; Vincent M.; Burgun A.,From annotation to adaptation: extracting temporal relations in French clinical narratives,2026,BMC Medical Research Methodology,0,10.1186/s12874-026-02867-4,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105044048152,Q9
Zhao M.; Liu R.; Jin S.; Ren B.; Zhang Q.,From data to diagnosis: A comprehensive review of machine learning-driven wearable sensors in healthcare,2026,Bioelectrochemistry,1,10.1016/j.bioelechem.2026.109228,Review,,2-s2.0-105027239588,Q3
Masood S.; Al-Bashrawi M.A.; Khan M.A.; Dwivedi Y.K.,From data to diagnosis: a systematic review on AI-driven approaches to diabetes prediction,2026,Artificial Intelligence Review,3,10.1007/s10462-025-11485-3,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105029908731,Q3
Khan M.U.; Zhen L.; Tian J.; Farid A.; Chen Z.; Liu H.,From detection to prevention: A cyber-secure AI ecosystem for mitigating milk adulteration and dairy fraud,2026,Trends in Food Science and Technology,5,10.1016/j.tifs.2025.105503,Review,,2-s2.0-105025096304,Q3
Rosnitschek T.; Walschewski J.; Grohmann P.; Eckardt S.; Stonis M.; Alber-Laukant B.; Tremmel S.,From dialogue to design: GenAI-Based automation of parametric modeling and sizing tasks in CAD workflows,2026,CAD Computer Aided Design,1,10.1016/j.cad.2026.104065,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105034437132,Q1
Yang Y.; Ye D.; Fei Z.; Liu P.; Liu H.; Liu X.; Xia L.,From gaps to progress: five-year global advances in the diagnosis of pediatric tuberculosis,2026,Frontiers in Pediatrics,1,10.3389/fped.2026.1778870,Review,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105034538333,Q3
Chen Y.; Qin X.; Chen S.,From graph models to intelligent decision-making: a review of spatio-temporal graph neural networks for regional disease risk prediction and etiology mining,2026,Frontiers in Public Health,0,10.3389/fpubh.2026.1830634,Review,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105046621068,Q3
Zhao J.; Che Y.; Li Y.; Harris S.,From hype to impact: A roadmap for trustworthy battery AI,2026,eTransportation,2,10.1016/j.etran.2026.100546,Note,,2-s2.0-105028198973,Q3
Sheng L.; Chen X.; Pan Z.; Cai F.; Chen H.,From individual decisions to team emergence: a survey on explainable cooperative multi-agent reinforcement learning,2026,Artificial Intelligence Review,0,10.1007/s10462-026-11598-3,Article,All Open Access; Green Open Access; Hybrid Gold Open Access,2-s2.0-105048019698,Q7
Yu Y.; Wu J.; Zhao K.,From patents to partners: Recommending organizations’ technological partners via representation learning from temporal heterogeneous graphs,2026,Information Processing and Management,2,10.1016/j.ipm.2025.104458,Article,,2-s2.0-105032052320,Q7
Nik V.M.,From peak shaving to stress redistribution: Emergent heatwave resilience through weather-informed decentralized reinforcement learning,2026,Energy and AI,1,10.1016/j.egyai.2026.100762,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105037458910,Q3
Yang Z.; Qian H.; Zeng Y.; Huang Q.,From pixels to precision: A narrative review of AI-driven 3D morphological analysis and digital twinning in alveolar cleft management,2026,Translational Pediatrics,0,10.21037/tp-2026-0268,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105048421165,Q3
Zarrinpar A.; Orinion A.F.,From prediction to practice: artificial intelligence as an enabling layer in liver transplant care – reflections on ILTS 2025,2026,Frontiers in Transplantation,0,10.3389/frtra.2026.1879684,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105046271222,Q3
Bi J.-W.; Wen X.; Han T.-Y.; Xu H.,From profile pictures to booking choices: Understanding the role of intelligence cues in hosts’ photos,2026,Tourism Management,2,10.1016/j.tourman.2025.105313,Article,,2-s2.0-105016878209,Q3
Ferrag M.A.; Tihanyi N.; Hamouda D.; Maglaras L.; Lakas A.; Debbah M.,From prompt injections to protocol exploits: Threats in LLM-powered AI agents workflows,2026,ICT Express,26,10.1016/j.icte.2025.12.001,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105025142858,Q4
Jiang K.; Wu C.; Zhao Z.; Du B.; Zhang L.,From segmentation to change: Releasing segment anything model for remote sensing change detection,2026,Pattern Recognition,0,10.1016/j.patcog.2026.114605,Article,,2-s2.0-105047518570,Q4
Huang Y.,From severity scoring to predictive analytics: the emerging role of AI in neurosurgery,2026,Frontiers in Neurology,0,10.3389/fneur.2026.1753844,Review,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105044524256,Q3
Hamadou M.,From spatial maps to treatment decisions: a roadmap for integrating explainable AI with multi-omics to guide precision immunotherapy,2026,Biotechnology Notes,0,10.1016/j.biotno.2026.08.001,Review,All Open Access; Gold Open Access,2-s2.0-105048456734,Q3
Zhou Y.; Yu B.; Chang R.; Ding Y.; Wang Y.; Han M.,From subjective assessment to data-driven diagnosis: the AI revolution in multimodal early detection of Sjögren’s disease,2026,Frontiers in Immunology,0,10.3389/fimmu.2026.1792331,Review,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105047265834,Q3
Ali M.U.; Zafar A.; Kim S.; Kim K.S.; Lee S.W.,From task-specific to foundation models: A paradigm shift in medical vision-language analysis,2026,Computer Science Review,2,10.1016/j.cosrev.2025.100831,Article,,2-s2.0-105037339817,Q4
Xiao J.; Liu J.; Wang Y.; Li Y.; Wang W.,Frontiers in the Intelligent Construction of Shelf-Stable and Efficacy-Enhanced Delivery Systems for Functional Foods Empowered by Big Data and Machine Learning; [大数据与机器学习赋能功能食品稳态增效递送 体系的智能化构建前沿进展],2026,Shipin Kexue/Food Science,1,10.7506/spkx1002-6630-20251011-046,Article,,2-s2.0-105035918222,Q3
Liu Y.; Liu J.; Gong X.; Nie Z.,Frozen LLMs as Map-Aware Spatio-Temporal Reasoners for Vehicle Trajectory Prediction,2026,"IEEE Intelligent Vehicles Symposium, Proceedings",0,10.1109/IV66570.2026.11623917,Conference paper,,2-s2.0-105046968079,Q4
Dzonde Naoussi S.R.; Mengue F.D.; Tsuanyo D.; Kamsu Foguem B.,Frugal and explainable artificial intelligence for microgrid energy management systems: a bibliometric view,2026,Energy Informatics,1,10.1186/s42162-026-00654-5,Review,All Open Access; Gold Open Access,2-s2.0-105043531461,Q3
Pei H.; Chen X.; Jiang Y.; Wang F.; Huang L.,Full Speed Ahead: A Novel Selective Approach to Speed up Feature Extraction in Decentralized Federated Learning,2026,"Proceedings of the 2025 ACM Southeast Conference, ACMSE 2025",0,10.1145/3696673.3723064,Conference paper,All Open Access; Gold Open Access,2-s2.0-105038646837,Q3;Q7
Guo S.; Wen T.; Liu C.-W.; Chen Q.; Fan R.,Fully Exploiting Vision Foundation Model's Profound Prior Knowledge for Generalizable RGB-Depth Driving Scene Parsing,2026,IEEE Transactions on Intelligent Vehicles,1,10.1109/TIV.2025.3650682,Article,,2-s2.0-105028022322,Q4
Sukanyathara J.; Kashyap K.L.,Fully Unsupervised Video Anomaly Detection and Tracking with Adapter-Tuned Foundation Model,2026,"7th International Conference on Innovative Trends in Information Technology, ICITIIT 2026",0,10.1109/ICITIIT68860.2026.11499493,Conference paper,,2-s2.0-105040775507,Q10
Taya A.; Nishiyama Y.; Sezaki K.,Function-Space ADMM for Decentralized Federated Learning: A Control Theoretic Perspective,2026,IEEE Internet of Things Journal,0,10.1109/JIOT.2026.3690200,Article,All Open Access; Green Open Access,2-s2.0-105038699605,Q3
Ivković M.; Vujadinović N.; Traparić I.; Stankov B.D.; Gavrilović-Božović M.; Kuzmanović M.; Savović J.,Functional model of modular measuring head for in situ low pressure LIBS on complex surface geometries,2026,Measurement Science and Technology,0,10.1088/1361-6501/ae59a6,Article,All Open Access; Green Open Access; Hybrid Gold Open Access,2-s2.0-105037439485,Q4
Chatterjee S.; Bhattacharya P.; Kumar A.; Gupta R.; Tanwar S.; Patel Y.; Fang K.; Feng H.; Gadekallu T.R.,Fusion of AI and cloud in human activity recognition: potential and future directions,2026,PeerJ Computer Science,0,10.7717/peerj-cs.3746,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105035706115,Q3
Nancy G.; Venkatesan R.; Kumar J.S.R.; Hemamalini S.,Fusion of Digital Twin and ML Technologies for Intelligent Respiratory Health Systems Using the Mamba Transformer Model,2026,SN Computer Science,0,10.1007/s42979-026-05073-7,Article,,2-s2.0-105045111582,Q3
Wanniarachchige D.; Jayarajah K.; Abdelzaher T.; Misra A.,FusionBridge: Enhancing Multi-View Multi-Modal Sensing and Perception for Edge Intelligence,2026,"SenSys 2026 - Proceedings of the 2026 ACM/IEEE International Conference on Embedded Artificial Intelligence and Sensing Systems, Part of CPS-IoTWeek 2026",0,10.1145/3774906.3802747,Conference paper,All Open Access; Gold Open Access,2-s2.0-105040978139,Q4
Fu W.; Xu X.; Huang Y.; Li X.; Xia X.; Zhang Y.,FusionDiff: a dual-path diffusion-based framework for few-shot authenticity analysis of ceramic microstructures,2026,Scientific Reports,0,10.1038/s41598-026-57035-x,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105048689039,Q4
Al-Rawashda A.Z.; Al-Arab A.R.; Alsbou M.K.K.; Ahmed O.S.,Future-Ready Curriculum Design: Incorporating AI and M1 in Educational Frameworks,2026,"2026 International Conference on Sustainable Computing and Integrated Communication in Changing Landscape of Al, ICSCAI 2026",0,10.1109/ICSCAI68849.2026.11649287,Conference paper,,2-s2.0-105048702101,Q3
Liao H.; Zhou W.; Yin K.; Wu W.; Fan J.; Zhou Z.; Mumtaz S.,Fuzzy Deep Reinforcement Learning based Space-Air-Ground Integration for Electric Power Emergency Communication,2026,IEEE Transactions on Smart Grid,0,10.1109/TSG.2026.3693546,Article,,2-s2.0-105039324636,Q7
Soni S.; Saini R.,Fuzzy Logic-Enhanced Decision Support Systems for Uncertainty Management in Smart Healthcare Diagnostics,2026,"International Conference on Intelligent and Sustainable AI Systems, ICOSAAS 2026 - Conference Proceedings",0,10.1109/ICOSAAS68663.2026.11648477,Conference paper,,2-s2.0-105048464773,Q3
Dong Z.; He W.; Zhou Y.,Fuzzy spiking neural network-based neuroadaptive cooperative control for nonlinear UAV systems,2026,Connection Science,0,10.1080/09540091.2026.2710947,Article,All Open Access; Gold Open Access,2-s2.0-105046195557,Q7
Venkatasubramanian S.,G-MAPQR: GNN-Assisted Multi-Agent Predictive Quality of Service Routing for High-Mobility MANETs,2026,IETE Journal of Research,0,10.1080/03772063.2026.2670393,Article,,2-s2.0-105039268096,Q3;Q7
Liu S.; Liu W.; Hussain A.; Papadimitratos P.,G2FL: Robust Federated Learning for GNSS Spoofing Detection,2026,"2026 IEEE International Conference on Communications Workshops, ICC Workshops 2026 - Proceedings",0,10.1109/ICCWorkshops63917.2026.11586283,Conference paper,,2-s2.0-105045586471,Q3
